PITCHERS - MIN,IP,H,R,ER,BB,SO,HR,ERA
"Ryan(W, 10-6)",6.0,2,0,0,3,8,0,3.65
Pagán,2.0,1,0,0,0,1,0,4.93
Fulmer,1.0,1,0,0,0,0,0,3.42
,9.0,4,0,0,3,9,0,
