PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
Wacha,6.0,7,2,2,0,7,0,2.58
"Familia(L, 2-2)(BS, 3)",0.1,1,2,2,0,0,0,5.82
"Kelly, Z",1.2,1,0,0,0,1,0,3.86
,8.0,9,4,4,0,8,0,
