Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Nashville Sounds,Triple-A,Home Games,13,10,1,1,1,0,0,2,1,2,1,0,2,.100,.308,.200,.508
Frisco RoughRiders,Double-A,Home Games,43,37,6,13,2,0,2,9,5,9,1,0,1,.351,.442,.568,1.010
Nashville Sounds,Triple-A,Away Games,24,24,2,4,2,0,0,0,0,4,0,0,0,.167,.167,.250,.417
Frisco RoughRiders,Double-A,Away Games,28,23,1,4,2,0,0,2,3,0,0,0,1,.174,.286,.261,.547
Nashville Sounds,Triple-A,Day Games,5,5,1,1,1,0,0,0,0,1,0,0,0,.200,.200,.400,.600
Nashville Sounds,Triple-A,Night Games,32,29,2,4,2,0,0,2,1,5,1,0,2,.138,.219,.207,.426
Frisco RoughRiders,Double-A,Night Games,71,60,7,17,4,0,2,11,8,9,1,0,2,.283,.380,.450,.830
Nashville Sounds,Triple-A,Leading Off,9,9,,1,0,0,0,0,0,0,,,0,.111,.111,.111,.222
Frisco RoughRiders,Double-A,Leading Off,11,10,,2,1,0,1,1,1,1,,,0,.200,.273,.600,.873
Nashville Sounds,Triple-A,Late / Close,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Frisco RoughRiders,Double-A,Late / Close,3,3,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
