Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
El Paso Chihuahuas,Triple-A,vs Left,,,,7,,,16.0,77,23,,,3,8,17,1.94
El Paso Chihuahuas,Triple-A,vs Right,,,,7,,,19.1,81,15,,,0,4,16,0.98
