Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
El Paso Chihuahuas,Triple-A,First Inning,,,2.57,7,,,7.0,26,5,2,2,1,1,5,0.86
El Paso Chihuahuas,Triple-A,Second Inning,,,5.14,7,,,7.0,37,11,6,4,2,1,9,1.71
El Paso Chihuahuas,Triple-A,Third Inning,,,1.29,7,,,7.0,25,3,1,1,0,2,4,0.71
El Paso Chihuahuas,Triple-A,Fourth Inning,,,9.00,7,,,6.0,30,9,6,6,0,4,4,2.17
El Paso Chihuahuas,Triple-A,Fifth Inning,,,6.35,6,,,5.2,26,7,5,4,0,3,7,1.76
El Paso Chihuahuas,Triple-A,Sixth Inning,,,3.00,4,,,3.0,14,3,1,1,0,1,4,1.33
