BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,1,0,0,1,0,1,.269,.855
BrantleyDH,4,1,1,1,0,0,1,.298,.812
Bregman3B,3,1,2,2,0,0,0,.229,.743
"Alvarez, YLF",4,2,2,2,0,1,3,.315,1.064
TuckerRF,3,0,0,0,1,0,1,.258,.837
Gurriel1B,4,0,0,0,0,1,1,.215,.632
McCormickCF,3,0,1,0,0,2,1,.219,.685
CastroC,4,0,0,0,0,3,2,.101,.333
DubónSS,3,0,1,0,0,0,0,.250,.679
,31,5,7,5,2,7,10,,
