PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Taillon,5.0,6,2,2,2,3,1,3.95
"Weissert(W, 2-0)",1.1,0,0,0,2,2,0,8.10
"Peralta, Wa(H, 9)",1.2,0,0,0,0,2,0,2.63
"Holmes(S, 19)",1.0,0,0,0,0,2,0,2.38
,9.0,6,2,2,4,9,1,
