PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 6-1)",6.0,5,0,0,1,7,0,3.33
"Peralta, Wa(H, 5)",0.2,1,0,0,0,0,0,1.61
"King(H, 9)",1.1,0,0,0,1,2,0,2.62
"Holmes(S, 10)",1.0,1,0,0,0,2,0,0.30
,9.0,7,0,0,2,11,0,
