BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,0,1,0,0,0,1,.262,.747
JudgeCF,4,0,0,0,0,0,2,.313,1.059
Rizzo1B,3,0,1,0,0,1,1,.221,.799
StantonRF,2,1,0,0,2,0,1,.273,.874
"1-Hicks, APR-LF",0,0,0,0,0,0,0,.226,.620
Torres2B,4,1,1,0,0,0,3,.253,.793
CarpenterDH,4,0,0,0,0,2,5,.286,1.376
Kiner-FalefaSS,4,0,2,1,0,0,3,.272,.642
TrevinoC,3,0,0,0,0,0,2,.300,.836
GalloLF-RF,2,0,0,0,1,1,0,.186,.650
,30,2,5,1,3,4,18,,
