BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BrinsonCF,3,0,0,0,0,1,1,.227,.909
a-PedersonPH-LF,0,1,0,0,1,0,0,.265,.869
Flores2B,4,0,0,0,0,2,3,.235,.729
"Davis, JDH",2,0,0,0,2,1,0,.240,.728
Longoria3B,4,0,1,2,0,1,2,.244,.778
EstradaSS,4,0,0,0,0,2,2,.257,.713
YastrzemskiRF-CF,3,0,0,0,1,1,0,.210,.685
Villar1B,4,0,1,0,0,1,0,.216,.755
DeanLF-RF,4,1,1,0,0,0,2,.250,.500
WynnsC,1,0,0,0,0,1,0,.220,.578
1-BartPR-C,2,0,0,0,0,0,2,.223,.694
,31,2,3,2,4,10,12,,
