PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cole,2.1,8,7,7,2,3,5,3.63
Luetge,2.1,1,0,0,1,0,0,4.41
"Castro(W, 3-0)",1.1,0,0,0,1,1,0,3.24
"Peralta, Wa(H, 4)",1.0,0,0,0,0,1,0,1.74
"King(H, 8)",1.0,0,0,0,0,2,0,2.81
"Holmes(S, 9)",1.0,0,0,0,0,1,0,0.33
,9.0,9,7,7,4,8,5,
