BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu2B,5,0,2,0,0,1,0,.282,.800
JudgeRF,4,0,0,1,0,1,3,.295,1.054
Rizzo1B,3,0,2,0,1,1,1,.222,.839
Donaldson3B,4,0,1,0,0,2,3,.223,.696
BenintendiLF,4,0,0,0,0,3,3,.301,.761
TorresDH,4,0,0,0,0,2,3,.246,.730
"Cabrera, OSS",4,0,2,0,0,2,2,.250,.625
TrevinoC,3,1,0,0,1,0,2,.265,.730
FlorialCF,3,1,0,0,0,1,1,.000,.111
,34,2,7,1,2,13,18,,
