BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,5,1,2,1,0,0,1,.264,.760
JudgeCF,4,2,1,0,1,0,1,.310,1.054
RizzoDH,4,1,2,1,1,0,0,.220,.802
Donaldson3B,4,1,2,1,0,2,0,.237,.744
Torres2B,4,1,2,0,1,0,2,.249,.762
"Hicks, ALF",5,1,2,3,0,0,3,.238,.644
Kiner-FalefaSS,4,0,0,0,1,1,3,.261,.619
TrevinoC,3,1,1,0,0,0,2,.283,.790
a-StantonPH,0,0,0,0,1,0,0,.274,.855
1-HigashiokaPR-C,1,0,0,0,0,0,0,.157,.422
GalloRF,5,2,2,3,0,3,4,.193,.663
,39,10,14,9,5,6,16,,
