BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,2,3,0,0,1,2,.269,.778
"Marte, SRF",4,0,1,0,1,1,2,.282,.774
LindorSS,5,0,1,0,0,1,6,.242,.738
Alonso1B,3,0,0,1,0,2,5,.277,.899
CanhaLF,3,0,0,1,1,2,1,.292,.779
"Davis, JDH",2,2,0,0,1,2,3,.256,.705
McNeil2B,2,1,1,0,0,0,3,.327,.851
Guillorme2B,2,1,2,0,0,0,0,.331,.804
Escobar3B,3,0,1,3,0,1,1,.230,.677
NidoC,3,0,0,0,1,0,1,.224,.511
,32,6,9,5,4,10,24,,
