Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,2 Teams,,Minors,C,21,21,174.0,175,151,21,3,1,,.983
2016,AZL Athletics,AZL,ROK,C,1,1,6.0,4,4,0,0,0,,1.000
2016,Vermont Lake Monsters,NYP,A(Short),C,20,20,168.0,171,147,21,3,1,,.982
2016,Vermont Lake Monsters,NYP,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,C,91,89,802.1,841,781,55,5,6,,.994
2017,2 Teams,,Minors,DH,7,7,0.0,0,0,0,0,0,,.000
2017,Stockton Ports,CAL,A(Adv),C,40,38,342.2,397,369,25,3,3,,.992
2017,Stockton Ports,CAL,A(Adv),DH,5,5,0.0,0,0,0,0,0,,.000
2017,Midland RockHounds,TEX,AA,C,51,51,459.2,444,412,30,2,3,,.995
2017,Midland RockHounds,TEX,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,C,70,70,597.2,570,524,43,3,5,,.995
2018,AZL Athletics,AZL,ROK,C,2,2,10.0,9,8,1,0,0,,1.000
2018,Midland RockHounds,TEX,AA,C,65,65,560.2,540,498,39,3,5,,.994
2018,Midland RockHounds,TEX,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2018,Nashville Sounds,PCL,AAA,C,3,3,27.0,21,18,3,0,0,,1.000
2019,2 Teams,,Minors,C,35,34,288.0,337,316,17,4,3,,.988
2019,3 Teams,,Minors,DH,7,7,0.0,0,0,0,0,0,,.000
2019,AZL Athletics Green,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2019,AZL Athletics Gold,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2019,AZL Athletics Gold,AZL,ROK,C,8,8,55.0,90,81,8,1,2,,.989
2019,2 Teams,,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
2019,Las Vegas Aviators,PCL,AAA,C,27,26,233.0,247,235,9,3,1,,.988
2019,Las Vegas Aviators,PCL,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
,2 Teams,,ROK,C,11,11,71.0,103,93,9,1,2,,.990
,2 Teams,,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
,2 Teams,,AAA,C,30,29,260.0,268,253,12,3,1,,.989
,Las Vegas Aviators,PCL,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
,Midland RockHounds,TEX,AA,C,116,116,1020.1,984,910,69,5,8,,.995
,Midland RockHounds,TEX,AA,DH,4,4,0.0,0,0,0,0,0,,.000
,Stockton Ports,CAL,A+,C,40,38,342.2,397,369,25,3,3,,.992
,Stockton Ports,CAL,A+,DH,5,5,0.0,0,0,0,0,0,,.000
,Vermont Lake Monsters,NYP,A(Short),C,20,20,168.0,171,147,21,3,1,,.982
,Vermont Lake Monsters,NYP,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,C,176,174,1531.0,1552,1426,115,11,12,,.993
Career Minors,4 Teams,,,DH,16,16,0.0,0,0,0,0,0,,.000
