Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
AZL Athletics Gold,Rookie,Batting Second,4,3,,1,1,0,0,0,1,0,,,0,.333,.500,.667,1.167
Las Vegas Aviators,Triple-A,Batting Second,5,4,,0,0,0,0,0,1,2,,,0,.000,.200,.000,.200
AZL Athletics Gold,Rookie,Batting Third,4,4,,1,1,0,0,0,0,0,,,0,.250,.250,.500,.750
AZL Athletics Green,Rookie,Batting Third,5,2,,1,0,0,0,0,3,1,,,0,.500,.800,.500,1.300
AZL Athletics Gold,Rookie,Batting Fourth,24,21,,4,0,0,1,1,3,4,,,0,.190,.292,.333,.625
Las Vegas Aviators,Triple-A,Batting Fourth,22,20,,6,2,0,0,3,1,5,,,0,.300,.318,.400,.718
Las Vegas Aviators,Triple-A,Batting Fifth,63,54,,16,3,1,1,6,6,14,,,2,.296,.381,.444,.825
Las Vegas Aviators,Triple-A,Batting Sixth,8,8,,0,0,0,0,0,0,3,,,0,.000,.000,.000,.000
Las Vegas Aviators,Triple-A,Batting Seventh,28,22,,11,1,0,9,20,5,4,,,0,.500,.571,1.773,2.344
Las Vegas Aviators,Triple-A,Batting Eighth,10,9,,3,0,0,0,1,1,3,,,0,.333,.400,.333,.733
Las Vegas Aviators,Triple-A,Batting Ninth,4,3,,1,0,0,0,0,1,0,,,0,.333,.500,.333,.833
