Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.6,4,644,27.2,168,.279,.500,.375,21.2,20.2,17.8,.262,.499,.389,51.8
2022,Slider,,-0.8,-5,640,27.0,164,.221,.357,.271,30.3,24.4,19.3,.254,.394,.302,35.7
2022,Sinker,,1.3,5,387,16.3,101,.286,.488,.401,12.9,11.9,16.0,.269,.446,.373,44.4
2022,Changeup,,2.1,5,242,10.2,56,.269,.423,.342,28.9,21.4,14.8,.249,.406,.314,32.5
2022,Curveball,,1.0,2,233,9.8,57,.235,.451,.332,26.2,29.8,18.1,.256,.500,.360,47.1
2022,Cutter,,-1.5,-3,203,8.6,58,.192,.327,.272,24.2,13.8,15.1,.222,.348,.294,27.3
2022,Splitter,,1.7,0,21,0.9,5,.333,.333,.460,22.2,20.0,12.5,.137,.155,.357,50.0
2022,N/A,,-17.6,0,2,0.1,1,.000,.000,.000,0.0,0.0,--,.823,2.716,1.487,100.0
2021,4-Seamer,,1.6,8,532,31.4,136,.257,.566,.406,18.1,24.3,20.6,.242,.525,.387,44.4
2021,Slider,,0.1,0,400,23.6,101,.202,.351,.267,33.2,29.7,22.6,.229,.419,.303,43.8
2021,Sinker,,-0.5,-1,233,13.8,68,.214,.411,.349,23.3,19.1,31.7,.228,.460,.359,31.8
2021,Curveball,,-1.5,-3,228,13.5,53,.143,.265,.212,36.4,37.7,24.7,.193,.292,.245,44.8
2021,Cutter,,1.9,3,142,8.4,35,.267,.400,.326,32.9,20.0,24.1,.365,.580,.429,45.8
2021,Changeup,,-0.7,-1,140,8.3,47,.200,.289,.252,32.2,19.1,17.6,.251,.354,.279,50.0
2021,Splitter,,2.9,1,19,1.1,8,.167,.167,.288,37.5,25.0,20.0,.182,.197,.301,0.0
2020,4-Seamer,,-0.4,-1,186,31.8,46,.235,.676,.458,21.6,17.4,14.3,.212,.556,.414,53.8
2020,Slider,,-3.8,-4,115,19.7,24,.091,.227,.179,34.8,50.0,29.3,.120,.294,.216,40.0
2020,Changeup,,1.4,1,76,13.0,22,.263,.421,.350,22.6,22.7,16.1,.173,.246,.253,28.6
2020,Curveball,,2.8,2,74,12.7,10,.400,.900,.540,36.8,50.0,20.8,.315,.916,.502,60.0
2020,Sinker,,-1.0,-1,70,12.0,23,.211,.211,.317,12.1,21.7,27.8,.263,.360,.343,57.1
2020,Cutter,,2.3,1,61,10.4,14,.364,.364,.407,30.4,14.3,18.2,.353,.443,.424,55.6
2020,Splitter,,3.0,0,1,0.2,,--,--,--,--,--,0.0,--,--,--,--
2020,N/A,,-35.1,0,1,0.2,1,.000,.000,.000,0.0,0.0,--,.033,.107,.049,100.0
2019,4-Seamer,,4.9,4,81,31.5,19,.500,1.250,.718,12.5,10.5,7.1,.450,1.061,.623,57.1
2019,Slider,,1.7,1,56,21.8,12,.364,.818,.508,26.1,25.0,16.7,.234,.303,.267,25.0
2019,Sinker,,-4.4,-2,40,15.6,10,.000,.000,.140,33.3,20.0,18.2,.146,.177,.252,16.7
2019,Changeup,,-2.0,-1,39,15.2,7,.000,.000,.100,60.0,71.4,33.3,.006,.008,.105,0.0
2019,Curveball,,-7.8,-3,32,12.5,9,.000,.000,.000,41.2,44.4,26.7,.089,.232,.134,40.0
2019,Cutter,,5.5,0,9,3.5,3,.333,.333,.300,16.7,0.0,0.0,.396,.508,.387,33.3
