BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanDH,1,2,0,0,4,0,1,.287,.740
"Rosario, ASS",5,1,1,2,0,0,4,.277,.704
"Ramírez, Jo3B",4,2,3,1,1,1,0,.280,.876
"Naylor, J1B",4,1,1,0,0,1,2,.265,.776
"Gonzalez, ORF",4,0,1,1,1,0,2,.296,.799
Gimenez2B,4,0,0,1,1,3,3,.300,.842
BensonLF,3,0,0,1,0,1,1,.146,.385
MaileC,4,0,1,0,0,1,3,.225,.639
StrawCF,4,0,0,0,0,0,1,.201,.523
,33,6,7,6,7,7,17,,
