Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,Williamsport Crosscutters,NYP,A(Short),P,10,7,45.2,15,2,13,0,0,,1.000
2017,2 Teams,,Minors,P,25,24,151.1,22,4,18,0,1,,1.000
2017,2 Teams,,Minors,P,25,24,151.1,22,4,18,0,1,,1.000
2017,Clearwater Threshers,FSL,A(Adv),P,12,11,67.0,12,2,10,0,0,,1.000
2017,Reading Fightin Phils,EAS,AA,P,13,13,84.1,10,2,8,0,1,,1.000
2018,Lehigh Valley IronPigs,INT,AAA,P,26,25,161.1,35,11,23,1,2,,.971
2019,Lehigh Valley IronPigs,INT,AAA,P,17,16,93.2,11,3,8,0,0,,1.000
2022,Stockton Ports,CAL,A,P,1,1,5.0,0,0,0,0,0,,.000
,Lehigh Valley IronPigs,INT,AAA,P,43,41,255.0,46,14,31,1,2,,.978
,Reading Fightin Phils,EAS,AA,P,13,13,84.1,10,2,8,0,1,,1.000
,Clearwater Threshers,FSL,A+,P,12,11,67.0,12,2,10,0,0,,1.000
,Stockton Ports,CAL,A,P,1,1,5.0,0,0,0,0,0,,.000
,Williamsport Crosscutters,,A(Short),P,10,7,45.2,15,2,13,0,0,,1.000
,5 Teams,,Minors,P,79,73,457.0,83,20,62,1,3,,.988
Career Minors,5 Teams,,,P,79,73,457.0,83,20,62,1,3,,.988
