Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Oakland Athletics,MLB,Bases Empty,,,,30,,,109.1,463,105,,,15,23,75,1.17
Oakland Athletics,MLB,Bases Loaded,,,,4,,,2.1,9,3,,,1,0,1,1.29
Oakland Athletics,MLB,Runner at 1st,,,,29,,,37.2,142,35,,,5,5,31,1.06
Oakland Athletics,MLB,Runners at 1st & 2nd,,,,22,,,13.0,48,14,,,3,1,11,1.15
Oakland Athletics,MLB,Runners at 1st & 3rd,,,,6,,,1.2,6,2,,,0,0,0,1.20
Oakland Athletics,MLB,Runner at 2nd,,,,21,,,11.1,49,9,,,0,6,5,1.32
Oakland Athletics,MLB,Runners at 2nd & 3rd,,,,7,,,1.2,9,3,,,0,1,2,2.40
Oakland Athletics,MLB,Runner at 3rd,,,,11,,,3.2,15,3,,,1,0,3,0.82
Oakland Athletics,MLB,Scoring Position,,,,28,,,33.2,136,34,,,5,8,22,1.25
