BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArraezDH,4,0,1,0,0,0,1,.313,.790
CorreaSS,4,0,1,0,0,2,2,.288,.833
Gordon2B,3,0,0,1,0,2,1,.278,.766
Miranda1B,4,0,0,0,0,1,2,.265,.753
Urshela3B,4,0,0,0,0,1,0,.270,.736
WallnerRF,2,0,0,0,1,1,0,.320,.890
CelestinoCF,2,0,0,0,0,0,1,.242,.617
a-ContrerasPH-CF,0,0,0,0,0,0,0,.135,.451
CaveLF,3,0,0,0,0,0,2,.197,.623
"Hamilton, CC",1,1,0,0,2,0,0,.000,.182
,27,1,2,1,3,7,9,,
