BATTERS - COL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
McMahon3B,4,1,1,1,0,1,0,.248,.747
DazaLF,4,0,2,0,0,0,0,.314,.755
Cron1B,3,0,0,0,1,1,1,.263,.802
Rodgers2B,3,0,0,0,1,1,2,.261,.716
GrichukCF,4,0,0,0,0,2,1,.266,.727
TogliaRF,4,0,0,0,0,2,1,.204,.685
JoeDH,2,0,0,0,0,0,1,.240,.699
TrejoSS,2,0,1,0,0,0,0,.271,.777
ServenC,2,0,0,0,0,0,0,.204,.609
"a-Díaz, EPH-C",1,0,0,0,0,0,2,.234,.681
,29,1,4,1,2,7,8,,
