BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,2,0,0,1,1,.266,.771
"Marte, SRF",4,1,1,2,0,1,1,.293,.821
LindorSS,4,0,2,0,0,0,0,.267,.787
Alonso1B,4,0,1,0,0,0,1,.271,.856
RufDH,3,0,0,0,0,1,2,.213,.679
CanhaLF,3,0,0,0,0,0,0,.275,.794
McNeil2B,3,0,0,0,0,0,0,.318,.824
Escobar3B,3,0,1,0,0,0,0,.218,.652
NidoC,3,0,1,0,0,0,1,.222,.534
,31,2,8,2,0,3,6,,
