Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,22,27.4,4.53,,12,15,251,63.0
2016,23,26.1,4.63,,48,38,445,35.2
2017,24,26.2,4.63,1,46,54,434,35.5
2018,25,26.1,4.62,,54,59,439,34.5
2019,26,26.4,4.6,,31,60,412,39.8
2020,27,26.4,4.54,,29,43,317,36.8
2021,28,26.4,4.52,,45,51,431,36.3
2022,29,26.3,4.71,,55,39,450,27.9
