BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hicks, ACF",4,0,1,0,0,0,0,.333,.882
JudgeRF,3,0,0,0,1,2,2,.257,.779
Donaldson3B,4,0,0,0,0,2,3,.200,.581
StantonDH,4,0,0,0,0,2,2,.263,.722
LeMahieu1B-2B,3,0,2,0,1,0,0,.321,.924
Torres2B-SS,3,0,0,0,0,1,2,.161,.552
HigashiokaC,4,0,1,0,0,1,2,.120,.280
Kiner-FalefaSS,1,0,0,0,1,0,2,.214,.553
a-RizzoPH-1B,1,0,0,0,0,1,0,.212,.896
LocastroLF,2,0,0,0,0,1,2,.000,.000
b-GalloPH-LF,1,0,0,0,0,0,0,.138,.424
,30,0,4,0,3,10,15,,
