BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,1,3,1,0,0,.265,.871
TurnerSS,5,1,2,0,0,2,1,.307,.849
"Freeman, F1B",2,2,1,1,2,0,0,.322,.938
"Smith, W.D.C",4,0,0,0,0,2,4,.268,.830
"Turner, JDH",3,1,1,2,0,1,0,.256,.736
b-LambPH-DH,1,0,0,0,0,1,0,.226,.867
Alberto2B,2,1,2,1,0,0,0,.244,.642
a-LuxPH-2B,2,1,1,0,0,0,0,.294,.790
Muncy3B,4,0,0,0,0,2,3,.161,.630
"Thompson, TLF",4,1,2,2,0,1,0,.236,.721
BellingerCF,3,1,0,0,1,0,1,.208,.643
,34,9,10,9,4,9,9,,
