PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(L, 11-3)",7.0,6,3,3,0,4,1,3.95
Loáisiga,1.0,0,0,0,0,0,0,6.31
,8.0,6,3,3,0,4,1,
