PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Wacha(W, 7-1)",7.0,2,0,0,1,9,0,2.44
"Brasier(H, 8)",1.0,0,0,0,0,0,0,5.20
"Whitlock(S, 4)",1.0,0,0,0,0,2,0,2.98
,9.0,2,0,0,1,11,0,
