BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BenintendiLF,4,0,1,0,0,3,0,.304,.762
JudgeRF,4,0,0,0,0,3,1,.300,1.076
Donaldson3B,4,0,0,0,0,1,1,.224,.695
Rizzo1B,3,0,0,0,0,2,0,.220,.835
Torres2B,3,0,0,0,0,0,0,.244,.729
AndújarDH,3,0,1,0,0,1,0,.250,.553
Kiner-FalefaSS,2,0,0,0,1,1,0,.269,.638
HigashiokaC,3,0,0,0,0,0,2,.197,.609
LocastroCF,3,0,0,0,0,0,0,.176,.596
,29,0,2,0,1,11,4,,
