BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Crawford, JSS",5,0,0,0,0,2,5,.277,.766
France1B,5,2,3,1,0,0,1,.320,.878
"Rodríguez, JCF",4,2,3,2,0,0,1,.272,.771
WinkerLF,4,1,2,2,1,1,1,.214,.651
"Suárez, E3B",4,1,1,1,1,1,4,.227,.760
Frazier2B,2,0,0,0,0,0,1,.226,.596
"a-Moore, DPH-2B",2,0,0,0,1,2,3,.181,.689
UptonDH,5,0,1,1,0,2,3,.133,.435
TrammellRF,4,2,1,1,1,1,3,.246,.846
RaleighC,1,0,1,0,2,0,0,.185,.703
,36,8,12,8,6,9,22,,
