BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",3,0,0,0,0,0,1,.281,.782
"b-Downs, JetPH-3B",1,0,0,1,0,1,1,.167,.310
VázquezC,5,2,2,2,0,1,2,.292,.768
MartinezDH,5,2,1,2,0,1,0,.311,.871
BogaertsSS,4,1,2,0,1,1,0,.311,.838
VerdugoLF,4,1,2,0,1,0,2,.262,.685
Story2B,4,3,2,3,0,0,2,.225,.724
Cordero1B-RF,2,1,1,2,1,1,1,.246,.729
Bradley Jr.RF,2,1,1,0,0,0,0,.213,.573
a-RefsnyderPH-CF,1,0,0,0,1,1,1,.338,.962
Dalbec3B-1B,4,0,0,0,0,1,5,.208,.621
,35,11,11,10,4,7,15,,
