PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Taillon,5.0,7,6,6,1,3,3,4.01
"Chapman(L, 0-3)",1.0,1,1,1,2,2,0,4.76
Castro,0.0,2,4,2,1,0,0,4.00
"Abreu, A",2.0,1,0,0,0,2,0,2.53
,8.0,11,11,9,4,7,3,
