BATTERS - WSH,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Hernández2B,4,0,1,0,0,1,0,.250,.500
"Soto, JRF",4,0,2,0,0,1,1,.300,1.017
"Cruz, NDH",4,0,0,0,0,1,3,.083,.166
Bell1B,3,0,1,0,1,1,3,.300,1.017
"Thomas, LLF",4,0,0,0,0,3,3,.000,.125
Franco3B,3,0,0,0,0,1,2,.000,.000
"Escobar, ASS",3,0,0,0,0,1,0,.100,.200
AdamsC,3,0,0,0,0,2,0,.000,.000
RoblesCF,3,0,0,0,0,1,0,.000,.000
,31,0,4,0,1,12,12,,
