BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hicks, ACF",4,0,0,0,0,1,1,.230,.653
JudgeDH,4,0,1,0,0,0,0,.288,.965
Rizzo1B,3,2,1,0,1,1,2,.234,.887
LeMahieu3B,4,2,2,0,0,1,0,.280,.767
Torres2B,4,1,2,5,0,0,0,.222,.702
GalloLF,4,0,1,0,0,1,1,.187,.611
Kiner-FalefaSS,3,0,0,0,0,1,2,.256,.625
GonzalezRF,3,0,1,0,0,1,0,.250,.673
TrevinoC,3,0,0,0,0,0,1,.175,.433
,32,5,8,5,1,6,7,,
