PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Taillon(W, 3-1)",5.1,6,2,2,1,4,0,2.93
"King(H, 4)",1.0,2,0,0,0,1,0,1.35
"Holmes(H, 7)",1.2,0,0,0,0,1,0,0.55
"Chapman(S, 8)",1.0,1,1,1,1,1,0,0.79
,9.0,9,3,3,2,7,0,
