BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerDH,3,1,0,1,1,1,1,.283,.875
BichetteSS,5,0,3,0,0,1,1,.252,.654
Guerrero1B,4,0,1,0,0,1,4,.286,.873
"Hernández, TRF",4,1,1,1,0,1,3,.235,.669
Gurriel Jr.LF,4,0,0,0,0,1,3,.235,.643
KirkC,4,0,2,0,0,0,2,.274,.684
"Chapman, M3B",3,0,0,1,0,0,2,.189,.635
Espinal2B,4,1,1,0,0,1,2,.267,.788
"Tapia, RCF",3,0,1,0,0,1,0,.216,.508
a-CapraPH,0,0,0,0,1,0,0,.000,.333
,34,3,9,3,2,7,18,,
