BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
DubónSS,5,1,1,0,0,0,4,.207,.568
Gurriel1B,4,1,1,0,0,0,1,.243,.669
"Alvarez, YLF",2,0,0,1,0,0,0,.296,1.020
Bregman3B,4,0,1,1,0,0,3,.258,.814
TuckerRF,4,0,1,0,0,2,1,.249,.798
Díaz2B,4,0,0,0,0,0,2,.254,.726
ManciniDH,2,0,0,0,2,0,0,.266,.758
MeyersCF,3,0,1,0,0,0,2,.216,.576
a-AltuvePH,1,0,0,0,0,0,1,.280,.869
MaldonadoC,3,0,1,0,0,1,1,.186,.613
b-VázquezPH,1,0,1,0,0,0,0,.283,.746
,33,2,7,2,2,3,15,,
