Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,25,1790,284,27,9.5,6.0,89.9,114.2,9.1,35.9,.273,.464,.360,.364,.439,41.5,24.2,11.1
2016,26,2932,467,49,10.5,6.6,89.4,115.9,8.8,32.1,.260,.471,.353,.359,.428,38.5,23.9,11.8
2017,27,2550,441,41,9.3,6.5,89.2,114.6,9.3,31.1,.288,.529,.376,.384,.429,43.2,17.7,10.2
2018,28,2501,425,38,8.9,6.2,88.6,114.7,9.5,30.1,.253,.459,.340,.346,.389,37.4,19.8,10.4
2019,29,2299,370,52,14.1,9.4,89.8,114.3,10.5,31.6,.283,.578,.400,.400,.468,44.8,20.3,12.1
2020,30,821,153,19,12.4,8.6,88.7,115.0,18.3,35.3,.294,.569,.379,.405,.450,42.5,17.1,10.8
2021,31,1328,221,34,15.4,9.9,89.4,116.4,19.0,37.1,.247,.507,.381,.361,.430,41.6,23.1,10.8
2022,32,2175,418,35,8.4,6.0,88.7,113.6,13.9,31.8,.265,.438,.352,.342,.374,42.3,17.2,9.3
Player,,16396,2779,295,10.6,7.1,89.2,116.4,11.3,32.5,.269,.495,.365,.367,.421,41.3,20.5,10.8
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
