Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,,,,,,,,,84,,,,,,59,,
2016,,,,,,,,,61,,,,,,17,,
2017,69,7,79,93,48,87,96,84,98,82,5,84,16,55,48,5,
2018,76,38,79,87,85,78,92,84,99,87,10,96,14,81,53,7,
2019,88,63,92,94,79,95,94,99,99,99,23,82,25,81,54,3,
2020,62,19,61,75,62,71,75,95,97,86,15,83,38,48,53,12,57
2021,95,69,94,96,94,82,96,90,98,93,16,94,25,90,45,2,49
2022,97,31,98,99,80,99,99,99,96,99,8,94,22,87,29,1,29
