BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,0,1,1,1,1,1,.271,.780
"Marte, SRF",6,1,2,0,0,1,5,.278,.760
LindorSS,5,0,1,0,0,2,3,.258,.781
AlonsoDH,4,3,1,0,1,1,1,.282,.906
CanhaLF,4,2,2,0,1,0,1,.302,.767
"Davis, J1B",3,1,1,2,1,0,3,.250,.702
Escobar3B,5,3,4,6,0,0,0,.241,.725
McNeil2B,5,1,2,1,0,1,3,.314,.813
NidoC,4,0,2,1,0,0,1,.261,.589
,40,11,16,11,4,6,18,,
