BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
AndrusSS,4,0,0,0,0,1,0,.251,.702
Moncada3B,3,0,1,0,1,1,0,.212,.636
"Abreu, J1B",3,0,0,0,0,1,2,.303,.818
"Jiménez, EDH",3,0,0,0,0,1,2,.305,.880
SheetsRF,3,0,0,0,0,2,0,.244,.721
PollockCF,3,0,1,0,0,2,0,.247,.687
VaughnLF,3,0,0,0,0,2,1,.277,.768
GrandalC,3,0,0,0,0,2,1,.201,.574
Harrison2B,3,0,0,0,0,2,0,.252,.680
,28,0,2,0,1,14,6,,
