Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2016,22,28.9,4.11,6,6,2,52,92.6
2017,23,28.7,4.19,5,9,11,80,88.2
2018,24,29.5,4.08,35,5,3,25,96.4
2019,25,28.7,4.21,7,13,9,83,88.0
2020,26,28.5,4.34,3,8,11,53,89.6
2021,27,28.4,4.31,4,20,15,121,82.2
2022,28,28.4,4.33,9,20,11,134,78.7
