Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,ATL,NL,SS,37,36,313.0,129,44,79,6,17,,.953
2017,ATL,NL,SS,142,135,1202.0,572,195,357,20,83,,.965
2018,ATL,NL,SS,136,132,1165.2,525,165,350,10,77,,.981
2019,ATL,NL,SS,126,123,1090.2,496,137,347,12,68,,.976
2020,ATL,NL,SS,60,60,513.1,228,74,152,2,39,,.991
2021,ATL,NL,SS,159,158,1372.0,571,185,376,10,64,,.982
2022,ATL,NL,SS,161,161,1433.0,592,193,391,8,77,,.986
7 Seasons,ATL,NL,SS,821,805,7089.2,3113,993,2052,68,425,,.978
