Season,Pitches,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %
2016,599,50.8,61.4,84.4,26.5,51.3,45.7,27.6,44.1,24.6,5.4,81.3
2017,"2,188",47.6,66.4,82.7,24.7,59.6,42.4,26.6,44.5,23.7,6.3,79.7
2018,"2,145",49.1,69.8,82.8,31.2,56.0,43.0,32.9,50.1,25.4,7.7,79.3
2019,"2,223",48.2,68.6,79.4,24.8,54.4,43.6,26.4,45.9,27.6,6.5,75.7
2020,"1,060",49.4,71.0,73.9,23.9,52.3,45.3,29.5,47.2,31.6,7.8,81.9
2021,"2,578",49.7,72.5,75.5,24.0,51.8,42.7,36.7,48.1,30.4,7.6,82.7
2022,"2,751",50.1,72.4,76.2,26.3,50.4,44.1,39.8,49.4,30.7,8.0,84.2
Player,"13,544",49.1,69.8,78.7,25.9,54.0,43.4,32.5,47.5,28.0,7.2,80.9
MLB,,48.5,66.9,82.0,28.4,58.3,42.6,29.5,47.1,24.7,7.2,76.1
