BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OhtaniP-DH,4,1,1,0,1,2,1,.172,.441
TroutCF,4,1,1,1,1,0,3,.211,.954
Walsh1B,4,1,1,0,1,0,2,.292,.763
Rendon3B,3,0,1,0,2,1,1,.150,.592
MarshLF,5,1,2,2,0,2,2,.333,1.011
StassiC,5,1,2,2,0,2,5,.250,.868
"Rojas, JRF",2,0,0,0,0,1,2,.150,.400
a-DuffyPH-2B,1,0,0,0,1,1,1,.400,.938
Wade2B,2,0,1,0,0,0,0,.286,.643
b-AdellPH-RF,2,0,1,0,0,1,1,.176,.647
"Velazquez, ASS",4,0,1,0,0,2,3,.143,.429
,36,5,11,5,6,12,21,,
