BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,2,1,1,0,2,0,0,.290,.853
"Marte, SRF",4,0,0,0,0,1,5,.254,.669
LindorSS,3,1,0,0,1,0,0,.233,.710
Alonso1B,4,0,0,0,0,1,2,.278,.853
McNeil2B,3,0,0,0,1,0,0,.321,.833
CanhaLF,4,2,3,3,0,0,0,.313,.774
JankowskiLF,0,0,0,0,0,0,0,.321,.727
"Davis, JDH",3,0,0,0,0,1,2,.217,.688
Guillorme3B,3,0,0,0,1,1,2,.255,.747
NidoC,4,0,1,1,0,2,1,.204,.445
,30,4,5,4,5,6,12,,
