Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2022,KC,AL,3B,55,50,444.0,125,32,90,3,7,,.976
2022,KC,AL,SS,98,96,825.2,388,113,259,16,51,,.959
2022,KC,AL,DH,2,2,0.0,0,0,0,0,0,,.000
1 Season,KC,AL,3B,55,50,444.0,125,32,90,3,7,,.976
,KC,AL,SS,98,96,825.2,388,113,259,16,51,,.959
,KC,AL,DH,2,2,0.0,0,0,0,0,0,,.000
