Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2020,23,28.3,4.13,,28,4,72,85.8
2021,24,28.4,4.2,2,2,11,108,84.1
2022,25,28.0,4.28,,29,16,193,69.2
