PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"deGrom(W, 4-1)",7.0,3,1,1,1,9,1,1.98
"Ottavino(H, 18)",1.0,0,0,0,0,2,0,2.05
"Díaz(S, 29)",1.0,0,0,0,0,1,0,1.38
,9.0,3,1,1,1,12,1,
