Year,Pitch Type,#,%,PA,AB,H,1B,2B,3B,HR,SO,BBE,BA,XBA,SLG,XSLG,WOBA,XWOBA,EV,LA,Whiff%,PutAway%
2022,Fastballs,"1,285",58.4,315,263,86,65,14,0,7,23,242,.327,.298,.460,.476,.394,.388,91.9,9,10.1,7.2
2022,Breaking,692,31.5,155,139,31,24,1,0,6,24,117,.223,.253,.360,.395,.287,.316,89.5,9,22.2,10.8
2022,Offspeed,223,10.1,69,68,17,12,4,0,1,11,57,.250,.254,.353,.334,.267,.263,86.3,4,25.2,11.8
2021,Fastballs,425,56.8,105,88,19,11,4,0,4,12,77,.216,.245,.398,.503,.322,.368,91.6,22,13.7,11.7
2021,Breaking,245,32.8,62,58,18,11,3,0,4,8,50,.310,.321,.569,.534,.391,.386,93.0,7,26.6,9.4
2021,Offspeed,78,10.4,22,19,3,2,1,0,0,2,18,.158,.351,.211,.440,.199,.361,93.2,3,27.0,8.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
