Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Varsho, Daulton - LHB",2020,0.00,0.57,0.90,1.17,1.40,1.62,1.83,2.03,2.22,2.40,2.58,2.77,2.94,3.11,3.28,3.46,3.63,3.80,3.99
"Varsho, Daulton - LHB",2021,0.00,0.54,0.84,1.10,1.33,1.55,1.75,1.95,2.14,2.32,2.50,2.68,2.85,3.03,3.20,3.37,3.54,3.72,3.91
"Varsho, Daulton - LHB",2022,0.00,0.56,0.87,1.13,1.37,1.58,1.79,1.99,2.18,2.36,2.54,2.72,2.89,3.07,3.24,3.41,3.58,3.77,3.97

