BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
EdmanSS,3,0,1,0,2,2,0,.285,.788
Donovan2B,5,0,0,0,0,2,3,.315,.858
Goldschmidt1B,4,0,1,0,0,1,2,.344,1.047
Arenado3B,4,0,0,0,0,2,3,.275,.844
O'NeillLF,4,1,3,0,0,0,0,.241,.653
"1-Sosa, EPR",0,1,0,0,0,0,0,.188,.468
CarlsonRF,3,0,0,0,1,0,3,.254,.719
PujolsDH,3,0,0,0,0,3,3,.202,.654
a-GormanPH,0,1,0,0,1,0,0,.256,.775
BaderCF,3,0,1,1,1,1,2,.271,.706
"Herrera, IC",3,0,0,0,0,3,3,.000,.000
b-YepezPH,1,1,1,3,0,0,0,.276,.798
,33,4,7,4,5,14,19,,
