BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",4,0,0,0,0,1,4,.269,.807
Devers3B,4,0,0,0,0,1,1,.328,.982
MartinezDH,4,0,0,0,0,0,1,.342,.968
BogaertsSS,4,1,2,0,0,2,0,.342,.904
Story2B,4,1,1,0,0,1,2,.219,.700
CorderoLF,2,0,0,0,1,0,1,.216,.664
a-RefsnyderPH,1,0,1,0,0,0,0,.444,1.078
Dalbec1B,3,0,1,1,1,0,1,.204,.619
Bradley Jr.RF,3,0,0,0,1,1,3,.232,.618
PlaweckiC,2,0,0,1,2,1,1,.136,.453
,31,2,5,2,5,7,14,,
