BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Greene, RCF",4,1,2,0,0,1,1,.256,.703
"Báez, JSS",3,0,0,0,1,1,2,.211,.620
"Castro, H2B",4,0,1,0,0,0,3,.268,.696
"Cabrera, MDH",4,0,0,0,0,2,1,.291,.680
Candelario3B,4,0,0,0,0,1,1,.190,.569
"Castro, WRF",4,0,1,0,0,1,0,.255,.642
Torkelson1B,3,0,0,0,0,1,1,.195,.587
ClemensLF,3,0,0,0,0,1,0,.161,.577
BarnhartC,2,0,0,0,0,0,0,.215,.529
"a-Reyes, VPH",1,0,0,0,0,0,0,.307,.726
HaaseC,0,0,0,0,0,0,0,.234,.716
,32,1,4,0,1,8,9,,
