BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,5,1,2,0,0,1,2,.204,.805
VierlingLF,1,0,0,0,0,0,1,.235,.641
HoskinsDH,2,1,1,2,1,0,0,.253,.840
"a-Sosa, EPH-DH",1,0,0,0,0,0,0,.190,.533
Bohm3B,4,1,0,1,1,1,1,.293,.741
"Hall, D1B",4,3,2,2,1,0,4,.282,.933
"Castellanos, NRF",2,1,0,0,2,0,3,.258,.688
StottSS,5,2,2,3,0,1,5,.204,.593
MarshCF,4,1,2,1,1,0,1,.228,.638
StubbsC,5,1,1,0,0,3,4,.270,.833
"Maton, N2B",4,2,3,4,0,0,0,.600,2.167
,37,13,13,13,6,6,21,,
