BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,4,0,1,0,0,0,0,.295,.844
FloresDH,4,1,1,0,0,1,0,.253,.782
Ruf1B,4,1,1,1,0,0,2,.227,.712
Longoria3B,3,0,0,0,0,1,0,.237,.781
"Mercedes, YLF",3,0,0,0,0,1,0,.258,.813
YastrzemskiRF,1,0,0,0,0,1,2,.235,.748
EstradaSS,3,0,1,0,0,0,0,.259,.731
Villar2B,0,0,0,0,3,0,0,.222,.809
"Gonzalez, LRF-LF",3,0,0,0,0,0,4,.282,.757
BartC,3,0,0,0,0,2,1,.183,.674
,28,2,4,1,3,6,9,,
