PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Morton(W, 5-3)",7.0,4,2,2,3,7,1,4.21
McHugh,1.0,1,0,0,0,0,0,3.50
Stephens,1.0,0,0,0,0,0,0,2.93
,9.0,5,2,2,3,7,1,
