Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Toronto Blue Jays,MLB,No Outs,,,,31,,,70.0,262,52,,,9,8,59,0.86
Toronto Blue Jays,MLB,One Out,,,,31,,,64.1,271,49,,,2,25,61,1.15
Toronto Blue Jays,MLB,Two Outs,,,,31,,,62.0,253,43,,,5,18,60,0.98
