BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,1,2,0,0,1,2,.263,.801
"Freeman, F1B",4,1,2,1,0,1,0,.323,.925
TurnerSS,4,1,0,0,1,0,3,.250,.656
"Smith, W.D.C",5,1,1,0,0,1,2,.231,.711
Muncy3B,2,0,0,0,2,0,0,.138,.618
"Turner, JDH",3,0,0,1,0,0,1,.174,.475
BellingerCF,4,0,3,1,0,1,1,.223,.727
"Taylor, ChLF",4,0,0,0,0,3,5,.265,.735
Lux2B,3,3,2,0,1,0,1,.273,.728
,34,7,10,3,4,7,15,,
