BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NootbaarDH,5,1,2,0,0,1,0,.247,.824
DonovanRF,4,2,2,0,1,0,2,.298,.792
CarlsonCF,0,0,0,0,0,0,0,.243,.711
Goldschmidt1B,4,3,3,5,1,1,2,.339,1.057
DickersonLF-RF,5,1,3,1,0,1,2,.278,.741
Gorman2B,5,0,1,1,0,1,4,.238,.753
O'NeillCF-LF,4,0,0,1,0,0,1,.227,.647
Edman3B,5,0,3,0,0,0,1,.256,.694
DeJongSS,5,0,0,0,0,1,4,.165,.580
KniznerC,4,1,2,0,0,1,1,.228,.608
,41,8,16,8,2,6,17,,
