,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,LAA,AL,114,367,326,59,93,21,2,22,61,37,102,10,4,2,.285,.361,.564,.925
,2019,LAA,AL,106,425,384,51,110,20,5,18,62,33,110,12,3,2,.286,.343,.505,.848
,2020,LAA,AL,46,175,153,23,29,6,0,7,24,22,50,7,1,0,.190,.291,.366,.657
*,2021,LAA,AL,158,639,537,103,138,26,8,46,100,96,189,26,10,4,.257,.372,.592,.964
*,2022,LAA,AL,157,666,586,90,160,30,6,34,95,72,161,11,9,5,.273,.356,.519,.875
,5 Seasons,LAA,AL,581,2272,1986,326,530,103,21,127,342,260,612,66,27,13,.267,.354,.532,.886
