BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
StrawCF,3,2,1,0,2,0,0,.242,.654
KwanLF,4,1,0,0,1,1,3,.248,.695
"Ramírez, Jo3B",4,3,2,5,1,0,0,.297,1.037
Clement3B,0,0,0,0,0,0,0,.212,.536
"Miller, O2B",5,0,1,0,0,1,2,.269,.776
"Naylor, J1B",5,1,2,2,0,0,1,.298,.893
"Gonzalez, ORF",4,0,2,0,0,0,1,.500,1.250
MercadoRF,1,0,0,0,0,0,1,.204,.625
GimenezSS,4,0,1,0,0,1,3,.287,.786
PalaciosDH,4,1,2,1,0,0,1,.293,.667
HedgesC,3,0,0,0,0,1,3,.156,.481
,37,8,11,8,4,4,15,,
