BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,1,2,0,0,2,0,.264,.770
"Marte, SRF",4,1,2,1,0,0,1,.293,.817
LindorSS,2,0,1,0,1,0,0,.265,.786
Alonso1B,4,0,0,0,0,3,5,.271,.859
RufDH,3,0,1,0,0,1,1,.215,.685
a-NaquinPH-DH,1,0,0,0,0,0,0,.241,.748
CanhaLF,4,1,1,1,0,0,1,.278,.801
McNeil2B,4,0,1,0,0,0,1,.320,.830
Escobar3B,4,0,2,0,0,1,1,.217,.650
McCannC,3,0,0,0,0,3,3,.185,.503
b-VogelbachPH,1,0,0,0,0,0,1,.233,.792
,35,3,10,2,1,10,14,,
