BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,4,1,1,0,1,2,4,.255,.756
DubónSS,4,4,2,2,1,0,1,.182,.503
Belt1B,1,2,0,0,3,0,0,.239,.849
a-Wade Jr.PH-1B,0,1,0,0,1,0,0,.000,.333
RufDH,4,2,1,2,1,1,5,.190,.536
Flores3B,3,1,1,6,1,0,0,.269,.759
"Gonzalez, LLF",4,1,1,1,0,1,2,.318,.797
Estrada2B,4,0,1,2,0,0,0,.240,.638
BartC,4,0,0,0,0,2,3,.164,.658
YastrzemskiRF,4,1,2,0,0,0,2,.288,.710
,32,13,9,13,8,6,17,,
